state,sex,emplnw,emptype1,emptype2,emptype3,stud,job5a,job5b,job5c,job5d,auto1a,auto1b,auto1c,auto1d,auto1e,auto2,auto3,age,marital,par,educ2,edinst,disa,ideo,race,inc,zipcode
13,1,3, , , ,3, , , , , , , , , , ,1,70,1,2,8, ,2,3,5,99,31320
34,1,1,1,2,1,3,2,1,1,2,1,2,3,3,4,3,2,52,1,1,6, ,2,3,1,9,8833
36,2,1,2,1, ,3,1,1,2,1,4,4,4,4,2,1,3,24,6,2,4, ,2,3,2,3,10451
45,2,3, , , ,3, , , , , , , , , , ,3,99,1,2,4, ,1,4,1,99,29349
8,2,3, , , ,3, , , , , , , , , , ,2,69,6,2,3, ,2,3,1,98,80113
13,2,4, , , ,3, , , , , , , , , , ,2,36,1,1,3, ,2,2,1,6,30016
8,1,1,3,1, ,1,1,1,1,1,4,3,4,4,4,1,3,18,6,2,3,2,2,3,1,98,81415
4,2,4, , , ,3, , , , , , , , , , ,3,55,1,1,6, ,2,3,1,99,85650
34,2,4, , , ,3, , , , , , , , , , ,2,56,1,2,3, ,2,2,1,98,7827
29,2,1,5,2,5,3,1,2,1,1,4,4,4,4,4,2,2,47,1,1,8, ,2,3,1,5,63654
42,2,4, , , ,3, , , , , , , , , , ,2,63,5,2,5, ,1,4,1,2,16505
42,2,3, , , ,3, , , , , , , , , , ,4,67,1,2,3, ,9,5,1,7,15301
42,1,1,1,2,1,3,1,1,1,2,4,4,4,4,2,2,3,66,1,2,8, ,2,3,1,9,15367
17,2,1,6,2,1,2,1,1,1,1,3,3,4,3,4,2,3,63,6,2,8,9,2,2,1,6,60564
53,2,1,2,2,2,3,1,1,1,1,3,4,4,3,4,4,2,49,1,2,6, ,2,1,1,8,98272
50,1,3, , , ,3, , , , , , , , , , ,1,69,1,2,8, ,2,5,1,8,5346
6,1,3, , , ,3, , , , , , , , , , ,2,79,1,2,3, ,1,2,2,4,92555
34,1,3, , , ,3, , , , , , , , , , ,8,74,1,2,2, ,2,3,6,3,8360
36,1,3, , , ,3, , , , , , , , , , ,1,70,1,2,3, ,2,3,1,9,12566
45,1,6, , , ,3, , , , , , , , , , ,2,53,1,2,3, ,1,8,1,4,29135
39,1,1,8,1, ,1,1,1,1,2,4,4,4,4,4,1,3,38,1,1,3,2,2,2,1,2,45502
39,1,3, , , ,3, , , , , , , , , , ,4,74,1,2,1, ,1,1,1,5,45056
17,2,3, , , ,3, , , , , , , , , , ,2,64,6,2,3, ,2,4,1,3,60638
45,2,3, , , ,3, , , , , , , , , , ,1,68,1,2,4, ,2,2,1,3,29414
12,1,1,1,2,2,3,1,1,1,2,4,2,1,2,1,2,3,52,1,2,6, ,2,3,1,7,33467
51,2,6, , , ,3, , , , , , , , , , ,2,49,4,1,2, ,1,8,4,1,23323
6,2,4, , , ,3, , , , , , , , , , ,2,33,1,1,1, ,2,8,8,98,93458
36,1,3, , , ,3, , , , , , , , , , ,2,53,6,2,6, ,1,5,1,1,10467
12,2,1,1,2,2,3,1,2,1,2,2,4,4,4,4,2,8,47,1,1,6, ,2,2,1,8,33331
12,2,5,7,2,6,3,2,1,1,2,4,4,4,4,4,4,8,61,1,2,8, ,2,3,1,9,32608
33,1,1,1,1, ,3,2,2,2,1,4,4,4,4,4,2,2,55,6,1,3, ,2,3,1,7,3773
36,1,5,1,1, ,3,2,1,1,2,3,4,4,4,4,3,3,55,3,2,4, ,2,4,1,7,10914
39,2,3, , , ,3, , , , , , , , , , ,2,72,5,2,5, ,2,3,1,99,43360
29,1,3, , , ,3, , , , , , , , , , ,2,65,1,2,3, ,2,1,1,5,63384
36,2,1,1,2,5,3,1,2,1,2,3,4,4,4,4,1,2,45,1,2,5, ,2,3,1,99,12417
29,2,3, , , ,3, , , , , , , , , , ,2,62,5,2,4, ,1,2,1,99,63501
37,1,1,3,1, ,3,1,1,1,1,4,4,4,4,4,1,2,65,1,2,3, ,2,2,1,5,27568
51,1,1,5,1, ,3,1,2,1,1,2,3,3,3,3,1,3,30,1,1,5, ,2,2,1,7,22973
42,2,3, , , ,3, , , , , , , , , , ,1,67,5,2,8, ,2,3,1,6,17050
39,2,3, , , ,3, , , , , , , , , , ,1,86,5,2,2, ,1,4,1,2,44857
13,2,3, , , ,3, , , , , , , , , , ,2,67,3,2,6, ,2,3,1,4,30165
34,2,1,1,2,1,3,1,2,1,2,4,4,4,4,4,1,3,47,1,2,8, ,2,4,5,9,8043
18,2,2,5,1, ,3,2,2,2,1,4,4,4,2,2,1,2,66,1,2,4, ,2,4,1,6,47850
12,2,1,3,1, ,3,1,1,1,1,1,1,1,1,1,3,1,43,3,2,4, ,2,1,2,3,33825
21,2,2,3,1, ,3,1,2,1,1,4,4,4,4,4,1,2,71,3,2,4, ,2,3,1,4,41011
42,2,6, , , ,2, , , , , , , , , , ,1,44,1,2,2,5,1,3,2,3,19146
36,1,1,1,2,5,3,1,1,1,1,1,2,1,1,1,4,1,52,1,2,6, ,2,2,1,7,10020
39,1,3, , , ,3, , , , , , , , , , ,1,81,1,2,4, ,2,2,1,99,45040
5,1,3, , , ,3, , , , , , , , , , ,3,69,1,2,3, ,1,1,1,3,72401
24,2,2,4,2,1,1,1,2,2,1,2,2,2,2,2,2,1,33,1,1,8,3,2,3,1,7,20646
39,1,3, , , ,3, , , , , , , , , , ,2,50,1,2,3, ,1,5,1,99,44883
12,2,3, , , ,3, , , , , , , , , , ,2,77,1,2,3, ,2,3,1,8,33565
39,2,1,5,2,1,3,1,1,1,1,4,3,4,3,3,2,4,48,1,2,5, ,2,3,1,6,45662
12,2,1,5,2,1,3,1,1,1,1,4,4,4,4,4,1,3,55,1,2,8, ,2,3,1,8,33322
12,2,3, , , ,3, , , , , , , , , , ,3,68,6,2,3, ,2,4,1,4,33166
24,2,1,5,2,1,3,2,1,1,1,2,3,4,4,3,3,3,57,1,2,8, ,2,4,1,4,21048
55,2,3, , , ,3, , , , , , , , , , ,2,68,1,2,6, ,2,5,1,7,53207
55,1,1,5,2,2,3,1,1,1,1,4,4,4,4,4,1,2,32,1,1,5, ,2,3,2,6,53218
48,1,3, , , ,3, , , , , , , , , , ,3,86,5,2,6, ,2,2,1,6,78218
48,1,1,2,2,1,3,1,2,1,1,4,4,4,3,3,1,3,42,1,1,8, ,2,3,1,9,76226
17,2,4, , , ,3, , , , , , , , , , ,3,76,1,2,8, ,2,4,1,8,62864
1,2,1,5,2,4,3,1,1,2,8,4,4,4,4,4,1,3,48,1,1,8, ,2,2,1,8,36832
55,1,1,3,1, ,3,2,2,1,1,1,4,4,2,4,4,4,62,1,2,2, ,2,1,1,5,54302
28,2,1,1,1, ,3,1,1,1,1,3,4,4,3,2,3,2,42,1,1,5, ,2,2,1,3,38833
39,2,3, , , ,3, , , , , , , , , , ,2,78,1,2,1, ,1,8,1,98,45771
37,1,3, , , ,3, , , , , , , , , , ,3,84,5,2,5, ,2,3,1,4,27534
36,1,4, , , ,1, , , , , , , , , , ,3,18,6,2,3,1,2,2,1,9,11758
26,1,3, , , ,2, , , , , , , , , , ,2,64,6,2,4,3,1,3,1,2,48198
18,1,4, , , ,3, , , , , , , , , , ,4,45,6,2,5, ,1,5,1,3,47802
21,2,4, , , ,3, , , , , , , , , , ,1,51,3,2,3, ,1,3,1,1,40356
36,1,1,5,2,5,3,1,2,1,1,4,4,4,4,4,1,3,57,1,2,4, ,2,2,1,6,13830
54,2,3, , , ,3, , , , , , , , , , ,2,83,5,2,2, ,2,2,1,98,26836
34,1,1,1,1, ,3,2,1,1,2,4,3,8,4,4,1,3,48,1,1,3, ,2,2,1,8,8094
27,2,1,5,2,1,3,2,1,1,2,2,4,4,4,4,2,2,45,1,1,8, ,2,4,1,7,55906
55,2,3, , , ,3, , , , , , , , , , ,8,78,5,2,4, ,1,9,1,99,54895
37,2,3, , , ,3, , , , , , , , , , ,3,80,1,2,3, ,2,2,1,4,28399
27,1,1,3,2,1,3,1,1,1,2,3,3,4,3,2,2,2,60,1,2,6, ,2,2,1,8,55391
17,2,3, , , ,3, , , , , , , , , , ,3,66,3,2,6, ,2,5,1,3,62206
18,1,3, , , ,3, , , , , , , , , , ,3,80,1,2,6, ,2,2,1,99,47274
26,2,3, , , ,3, , , , , , , , , , ,2,85,1,2,6, ,2,3,1,2,49868
9,2,3, , , ,3, , , , , , , , , , ,2,69,5,2,4, ,1,3,1,4,6488
39,2,3, , , ,3, , , , , , , , , , ,3,61,1,2,8, ,2,5,1,8,43214
26,2,1,1,1, ,3,1,2,1,1,4,4,3,3,4,2,2,42,1,2,3, ,2,8,1,3,49424
42,2,1,3,1, ,3,1,1,2,1,3,3,3,2,3,4,3,44,3,9,5, ,2,2,4,99,19342
39,2,1,4,1, ,3,2,1,1,1,4,4,4,4,4,2,2,55,1,2,4, ,1,1,1,6,43204
37,2,1,2,2,1,3,1,1,1,1,4,4,4,4,4,2,3,55,1,2,6, ,2,5,1,3,27540
24,2,6, , , ,3, , , , , , , , , , ,3,59,1,2,3, ,1,2,2,8,20659
5,2,1,3,2,1,3,1,1,1,1,4,4,4,4,2,1,2,46,1,2,5, ,2,2,1,6,72150
45,1,3, , , ,3, , , , , , , , , , ,2,67,1,2,8, ,2,2,1,8,29621
13,2,1,5,1, ,3,1,1,1,1,1,1,1,1,1,2,2,50,1,2,5, ,2,3,1,99,31406
27,2,3, , , ,3, , , , , , , , , , ,2,83,5,2,6, ,2,4,1,7,55408
26,2,3, , , ,3, , , , , , , , , , ,2,48,1,1,3, ,2,3,1,3,48416
48,1,3, , , ,3, , , , , , , , , , ,3,73,1,2,2, ,2,8,2,6,79109
55,1,1,1,1, ,3,1,2,1,1,4,4,4,4,1,2,3,61,1,2,3, ,2,3,1,6,54220
30,2,2,2,1, ,3,1,1,1,1,4,3,4,4,3,2,2,57,9,2,6, ,1,5,1,2,59105
6,2,3, , , ,3, , , , , , , , , , ,2,83,5,2,3, ,2,3,1,2,92040
8,2,3, , , ,3, , , , , , , , , , ,2,69,1,1,3, ,1,2,1,6,80620
53,2,3, , , ,3, , , , , , , , , , ,1,80,1,2,4, ,1,4,1,4,98272
41,1,3, , , ,3, , , , , , , , , , ,2,69,5,2,4, ,2,3,1,2,97058
6,2,1,1,2,2,3,1,1,1,1,4,4,4,4,4,2,2,32,1,1,6, ,2,2,1,8,94523
6,1,1,2,1, ,3,2,2,2,1,1,1,2,2,3,2,2,26,6,2,3, ,2,8,6,2,91932
32,2,3, , , ,3, , , , , , , , , , ,2,73,5,2,8, ,2,3,1,4,89134
35,2,3, , , ,3, , , , , , , , , , ,8,87,5,2,3, ,1,1,1,99,88011
25,1,4, , , ,2, , , , , , , , , , ,2,30,6,2,2,8,1,1,4,1,1420
36,2,3, , , ,3, , , , , , , , , , ,2,75,5,2,3, ,2,3,1,1,14456
48,2,3, , , ,3, , , , , , , , , , ,8,66,1,2,1, ,2,2,6,2,76426
42,2,3, , , ,3, , , , , , , , , , ,3,55,1,1,6, ,2,4,1,9,19341
39,2,1,5,2,1,3,1,1,1,2,1,2,3,1,1,1,3,59,1,2,6, ,2,3,1,7,44092
36,2,1,4,2,2,3,2,1,1,1,4,4,4,1,2,2,2,53,1,2,6, ,2,5,1,8,14075
24,2,3, , , ,3, , , , , , , , , , ,2,72,6,2,8, ,2,5,1,7,20781
42,2,1,5,2,1,3,1,1,1,1,4,4,4,4,4,1,3,61,1,2,8, ,2,3,1,99,19606
12,2,2,2,1, ,3,1,1,1,2,4,4,4,4,1,2,3,61,1,2,4, ,1,4,1,6,34470
39,2,1,1,2,4,3,1,1,1,2,4,4,4,4,4,2,3,61,1,2,6, ,2,2,1,5,43614
42,1,3, , , ,3, , , , , , , , , , ,2,71,1,2,3, ,2,3,1,6,19605
39,1,1,1,1, ,3,2,1,1,1,4,1,4,4,1,2,2,50,6,2,3, ,2,2,1,4,44052
36,1,1,4,1, ,3,2,1,1,1,4,4,4,2,1,1,3,52,3,2,6, ,2,3,1,6,13662
49,2,3, , , ,3, , , , , , , , , , ,2,71,3,2,5, ,2,2,1,1,84014
1,1,3, , , ,3, , , , , , , , , , ,2,79,1,2,5, ,2,2,1,7,35570
19,2,2,3,2,4,3,1,2,2,1,4,4,4,4,4,3,2,66,6,2,6, ,1,4,1,3,50320
29,1,1,1,2,1,3,1,1,1,1,4,2,4,4,4,1,3,31,1,2,6, ,2,5,1,8,65203
48,2,3, , , ,3, , , , , , , , , , ,2,50,1,1,8, ,2,1,1,7,78259
48,1,2,2,1, ,3,2,2,2,2,2,1,2,1,1,1,2,44,1,1,6, ,2,8,1,3,75203
1,2,1,1,2,1,3,1,2,1,1,3,3,3,3,3,1,2,47,1,2,5, ,2,2,1,9,36855
6,2,3, , , ,3, , , , , , , , , , ,3,72,5,2,8, ,2,4,1,6,92691
41,2,3, , , ,3, , , , , , , , , , ,2,74,1,2,4, ,2,2,1,6,97055
48,2,1,3,2,2,1,1,1,1,1,4,4,4,4,4,4,1,36,1,1,4,2,2,2,1,2,75428
13,1,2,3,2,2,3,2,1,2,1,4,4,4,4,4,1,1,66,3,2,6, ,2,3,1,4,30338
45,1,3, , , ,3, , , , , , , , , , ,3,58,1,2,6, ,2,2,1,9,29212
39,1,1,3,2,1,3,1,1,1,2,4,8,8,8,8,1,2,58,1,2,6, ,2,2,1,6,44641
23,1,1,5,2,1,3,1,1,1,2,3,4,4,4,3,2,1,55,1,1,8, ,2,5,4,8,4106
51,1,3, , , ,2, , , , , , , , , , ,2,73,1,2,8,8,2,3,1,98,24019
39,2,4, , , ,3, , , , , , , , , , ,2,58,3,2,3, ,1,2,1,98,43968
25,1,3, , , ,3, , , , , , , , , , ,2,88,5,2,8, ,2,4,1,5,1606
42,1,2,1,2,6,1,2,2,2,1,4,4,3,3,3,2,2,22,6,2,3,2,2,4,1,98,17545
23,2,2,3,1, ,3,1,2,2,1,4,4,4,2,4,1,2,32,6,1,3, ,2,5,1,2,4966
17,2,3, , , ,3, , , , , , , , , , ,2,63,1,2,4, ,2,3,2,6,60104
20,2,1,6,2,4,3,1,1,1,2,4,4,4,4,4,1,4,37,1,1,8, ,1,4,1,7,66762
17,1,3, , , ,3, , , , , , , , , , ,2,96,5,2,4, ,2,2,1,3,62040
48,1,3, , , ,3, , , , , , , , , , ,1,74,5,2,4, ,2,3,1,5,75556
29,1,1,6,2,5,3,1,1,1,2,4,4,4,2,2,4,3,32,1,1,6, ,2,2,1,6,65020
42,2,2,4,2,4,3,2,2,1,1,4,4,4,4,4,3,2,65,1,2,3, ,2,2,1,6,16601
12,2,1,4,2,1,3,2,1,1,2,4,4,4,4,4,1,3,64,1,2,8, ,2,4,1,9,33322
28,2,1,5,2,1,3,1,2,1,1,4,4,4,4,2,1,2,68,1,2,8, ,2,4,2,8,38930
26,1,1,1,1, ,3,1,2,1,1,4,4,4,4,2,1,2,56,3,2,3, ,2,2,1,4,49014
55,2,3, , , ,3, , , , , , , , , , ,2,72,1,2,6, ,2,8,1,99,54449
21,1,1,3,1, ,3,2,2,1,2,2,4,3,2,2,2,2,62,5,2,3, ,2,4,1,6,40031
49,2,3, , , ,3, , , , , , , , , , ,3,76,5,2,6, ,2,3,1,6,84070
6,2,1,3,2,1,3,1,1,1,1,4,2,4,4,2,2,4,51,4,1,6, ,1,4,1,7,93922
6,1,3, , , ,3, , , , , , , , , , ,8,60,1,2,8, ,2,4,1,9,92555
39,2,4, , , ,3, , , , , , , , , , ,3,60,1,2,3, ,1,8,1,5,45338
51,1,1,3,2,1,3,1,1,1,2,4,4,4,4,4,1,4,99,1,2,3, ,2,2,1,6,24380
36,1,1,1,1, ,3,1,2,2,1,3,4,4,4,4,2,2,26,6,2,3, ,2,3,2,3,11214
26,1,1,8,1, ,3,1,1,1,2,4,4,4,2,4,1,3,56,1,2,3, ,2,5,1,9,48116
45,1,1,4,1, ,2,2,1,1,2,4,4,4,4,4,1,3,38,1,2,5,2,2,2,1,7,29410
36,2,1,2,2,1,3,1,1,1,2,4,4,4,2,4,2,3,32,6,2,8, ,2,4,1,9,10003
17,2,4, , , ,3, , , , , , , , , , ,1,49,4,2,2, ,1,5,2,1,61102
36,2,6, , , ,3, , , , , , , , , , ,8,54,1,2,6, ,1,4,2,6,10467
36,1,1,1,2,1,3,2,1,1,2,4,4,4,2,3,2,2,30,6,2,6, ,2,8,8,9,10020
26,2,3, , , ,3, , , , , , , , , , ,3,56,1,2,8, ,2,3,2,8,48221
1,1,3, , , ,3, , , , , , , , , , ,1,53,2,2,2, ,1,5,1,1,36272
19,2,1,1,2,4,3,1,1,1,1,4,4,4,4,4,8,1,49,1,1,6, ,2,9,1,5,52639
22,1,3, , , ,3, , , , , , , , , , ,1,53,1,1,6, ,1,5,9,7,70809
27,2,3, , , ,3, , , , , , , , , , ,2,62,1,2,3, ,2,3,1,9,56031
48,1,4, , , ,3, , , , , , , , , , ,2,45,1,2,3, ,2,2,1,5,77656
40,1,1,5,1, ,3,1,1,1,8,4,4,4,4,4,1,3,30,1,1,5, ,2,2,1,2,74852
40,1,1,2,1, ,3,2,1,1,1,1,1,1,1,1,2,2,47,1,1,2, ,2,8,1,4,99999
48,1,1,4,1, ,3,1,1,1,1,1,1,1,1,1,3,2,52,3,2,6, ,1,9,2,6,75135
48,2,1,1,1, ,3,1,1,1,1,4,4,4,4,4,1,1,26,6,2,3, ,2,4,1,7,75019
18,1,1,2,1, ,3,1,1,2,1,2,4,4,4,4,1,2,39,1,1,3, ,2,8,1,99,46143
12,1,1,3,1, ,3,2,2,2,2,4,3,3,2,3,2,1,50,6,1,3, ,2,4,1,2,34116
51,1,2,98,1, ,3,2,2,2,2,4,4,4,4,4,8,8,65,5,2,1, ,2,4,2,1,38521
51,1,5,8,1, ,3,1,1,1,1,4,4,4,4,4,1,2,28,3,1,3, ,2,4,1,6,24523
17,1,1,1,2,1,2,1,1,1,1,4,4,4,2,3,4,2,40,2,1,6,6,2,3,1,7,60046
17,1,1,4,2,2,3,1,1,1,1,3,4,4,4,3,1,3,47,3,1,8, ,2,3,1,8,60061
48,1,1,2,2,2,3,1,1,1,1,4,4,4,4,4,3,1,55,1,1,6, ,2,2,1,6,77423
5,1,2,1,1, ,3,1,1,1,1,1,1,1,1,1,1,2,38,6,2,3, ,2,2,2,4,72331
39,1,3, , , ,3, , , , , , , , , , ,2,60,1,2,7, ,2,3,1,5,45805
39,1,1,3,1, ,1,1,1,1,1,4,4,4,4,4,1,2,52,1,2,4,6,2,4,1,2,45844
51,2,4, , , ,3, , , , , , , , , , ,2,22,6,2,3, ,2,2,2,9,23508
39,1,1,1,2,1,3,2,1,1,2,2,2,4,4,4,2,2,33,1,1,6, ,2,3,1,7,45240
48,1,2,1,1, ,2,1,2,1,1,4,4,3,4,3,4,3,19,6,2,3,2,2,4,1,3,76206
28,1,1,3,2,5,3,1,1,1,1,3,3,3,2,1,2,2,25,6,2,6, ,2,2,8,6,39211
1,1,1,1,2,1,3,1,1,2,2,4,4,4,4,4,1,3,23,6,2,6, ,2,3,1,3,36559
34,1,1,4,2,3,3,1,1,2,1,4,4,4,4,4,1,2,42,1,1,4, ,2,3,1,8,8886
40,2,7, , , , , , , , , , , , , , ,2,30,6,2,8,3,2,4,3,2,74075
29,1,1,3,2,1,3,2,1,1,1,4,2,4,2,1,3,3,60,1,2,6, ,2,3,1,7,64468
12,1,1,1,2,5,3,1,2,1,1,4,4,4,4,4,2,2,53,1,1,4, ,2,2,1,7,33904
1,1,5,3,1, ,3,1,1,1,2,4,4,4,4,4,3,1,53,1,1,2, ,1,5,1,4,36587
12,2,1,1,2,2,3,1,1,1,2,3,3,4,3,4,2,2,38,3,2,6, ,2,2,1,7,32258
42,2,3, , , ,3, , , , , , , , , , ,1,53,1,2,6, ,2,2,1,9,18073
20,2,4, , , ,3, , , , , , , , , , ,3,24,1,1,4, ,2,4,4,5,66736
12,2,1,6,2,1,1,1,2,1,1,4,4,4,2,2,2,2,36,3,2,6,2,2,8,8,99,34986
42,1,3, , , ,3, , , , , , , , , , ,2,53,5,2,8, ,1,4,1,1,15132
12,1,1,1,2,1,3,1,1,1,2,4,2,4,4,4,2,2,80,2,2,6, ,2,2,1,8,32218
34,1,1,3,1, ,3,1,1,1,1,3,3,4,3,3,2,3,52,1,2,6, ,2,2,1,2,8533
26,1,2,5,2,1,2,1,2,1,2,4,4,4,4,2,2,4,24,6,2,7,3,2,3,2,3,48208
12,1,2,1,1, ,1,1,1,1,1,4,4,4,4,4,1,3,19,6,2,3,5,2,8,1,2,33463
36,2,4, , , ,3, , , , , , , , , , ,2,53,5,2,3, ,1,3,2,4,11207
39,2,4, , , ,3, , , , , , , , , , ,2,53,1,2,3, ,2,2,1,6,43832
45,1,1,1,1, ,3,2,2,2,1,4,4,4,4,3,2,2,21,6,2,5, ,2,4,1,2,29745
37,1,1,2,2,2,3,1,1,1,8,4,4,4,4,4,2,2,66,1,2,5, ,2,2,1,6,28513
39,1,5,3,2,1,3,2,1,1,2,4,4,4,4,4,2,4,65,1,2,5, ,2,4,1,4,45750
45,1,2,6,2,1,3,1,1,1,2,4,4,4,2,3,2,3,49,1,1,8, ,2,2,1,7,29708
12,2,3, , , ,3, , , , , , , , , , ,2,68,1,2,6, ,2,2,1,99,33823
13,1,1,4,2,5,3,1,1,1,2,4,4,4,4,4,1,2,54,3,2,5, ,2,3,2,6,31408
13,2,1,8,1, ,3,1,1,2,1,1,1,1,4,1,1,1,45,1,2,8, ,2,8,5,7,31061
39,1,1,1,1, ,3,1,2,2,2,4,2,4,4,4,1,3,19,6,2,3, ,2,2,1,98,43035
35,2,3, , , ,3, , , , , , , , , , ,9,70,3,2,6, ,2,4,1,99,87109
12,2,3, , , ,3, , , , , , , , , , ,2,65,1,2,3, ,2,2,1,8,33908
37,2,1,3,2,4,3,1,1,1,2,4,4,4,4,4,1,2,59,1,2,4, ,2,2,1,8,27265
6,1,4, , , ,3, , , , , , , , , , ,2,57,6,2,3, ,2,3,1,99,94537
49,2,4, , , ,3, , , , , , , , , , ,2,22,6,2,4, ,2,3,1,1,84067
30,2,3, , , ,3, , , , , , , , , , ,3,66,5,2,4, ,2,4,1,4,59936
53,2,1,1,2,4,3,1,1,1,1,4,4,4,4,4,2,2,99,1,2,3, ,2,3,1,6,98252
1,2,3, , , ,3, , , , , , , , , , ,1,77,5,2,8, ,2,2,1,4,36526
12,2,4, , , ,3, , , , , , , , , , ,2,31,1,1,8, ,2,1,1,8,32246
13,2,2,1,1, ,1,1,2,2,1,4,4,4,4,4,1,2,37,4,1,7,5,2,5,1,2,31047
55,1,2,5,2,3,1,1,1,1,2,2,3,3,2,2,2,3,22,6,2,6,4,2,5,3,5,54311
13,1,1,3,1, ,3,2,2,2,1,3,3,4,3,4,2,2,35,2,1,3, ,2,2,2,4,39823
1,1,1,3,1, ,3,1,2,2,1,2,4,4,4,1,1,3,28,6,2,3, ,2,2,2,3,36612
39,2,1,4,2,5,3,1,1,2,2,4,4,4,4,4,2,2,52,3,2,8, ,2,4,1,7,43035
9,1,1,7,2,1,1,1,1,1,2,4,4,4,4,4,1,2,24,6,2,4,2,2,1,1,6,6468
12,2,4, , , ,3, , , , , , , , , , ,2,32,6,1,5, ,1,2,2,2,32204
1,2,3, , , ,3, , , , , , , , , , ,2,65,1,2,1, ,2,8,1,4,36618
38,1,3, , , ,3, , , , , , , , , , ,2,65,5,2,3, ,1,4,1,2,58237
47,1,1,5,2,1,3,1,1,1,2,4,4,4,4,4,1,2,25,6,2,6, ,2,3,1,2,37616
4,1,1,2,1, ,3,1,1,1,1,2,4,4,3,4,1,4,30,1,2,3, ,2,2,1,8,85331
6,1,1,3,1, ,3,1,1,1,1,4,4,4,4,4,3,2,35,1,2,3, ,2,5,1,8,94131
8,2,1,5,1, ,3,1,1,1,1,2,4,4,4,1,1,2,28,3,2,5, ,2,8,1,3,80031
17,2,6, , , ,3, , , , , , , , , , ,1,51,4,2,4, ,1,4,4,5,61073
2,2,2,1,1, ,2,1,1,2,1,4,4,4,4,4,2,2,18,2,2,4,4,2,3,1,8,99635
27,1,3, , , ,3, , , , , , , , , , ,2,47,1,1,5, ,2,5,2,7,55021
6,1,1,1,1, ,3,2,1,2,1,4,4,4,1,4,2,1,53,6,2,8, ,2,1,6,8,94564
6,2,3, , , ,3, , , , , , , , , , ,3,76,5,2,3, ,1,3,1,98,93247
49,1,1,3,1, ,3,2,1,1,1,4,4,4,4,1,1,2,28,1,2,3, ,2,1,1,8,84335
8,1,1,3,1, ,3,1,2,1,2,4,4,4,4,4,1,2,40,4,1,3, ,2,2,2,2,80010
6,1,1,2,2,1,2,1,1,1,2,4,4,4,3,4,2,2,33,6,2,3,5,2,3,4,5,92805
2,2,1,6,1, ,3,1,1,1,1,3,3,4,3,2,2,2,61,4,2,4, ,1,4,1,3,99645
36,1,1,3,1, ,3,1,2,1,1,1,1,1,1,1,8,9,58,6,2,1, ,2,5,6,9,99999
13,1,1,1,1, ,3,1,1,1,1,4,4,4,4,4,1,2,27,1,1,3, ,2,2,1,7,30529
39,1,3, , , ,3, , , , , , , , , , ,2,70,5,2,1, ,2,4,1,2,99999
37,1,3, , , ,3, , , , , , , , , , ,2,67,1,2,2, ,2,2,1,5,28360
11,1,1,2,2,1,3,1,1,1,1,4,3,4,4,3,2,2,28,6,2,8, ,2,3,2,7,20015
26,1,3, , , ,3, , , , , , , , , , ,1,64,1,2,4, ,2,4,1,3,48230
24,1,1,1,1, ,3,1,1,2,1,4,4,4,4,4,4,2,29,2,1,3, ,2,4,1,6,21784
39,2,4, , , ,3, , , , , , , , , , ,2,55,5,2,4, ,1,2,1,2,45424
42,1,2,2,2,5,1,1,2,2,1,4,4,4,4,3,2,3,19,6,2,4,4,2,4,1,7,19440
36,1,1,1,2,2,3,2,1,1,2,4,4,4,4,4,2,2,32,2,2,8, ,2,3,6,8,10036
39,2,3, , , ,3, , , , , , , , , , ,3,56,1,1,6, ,2,3,2,7,45040
24,1,1,1,2,2,3,2,1,1,2,4,4,4,3,4,1,2,47,1,1,8, ,2,3,9,7,21801
36,1,1,2,1, ,3,2,2,1,2,1,1,1,1,1,3,2,60,1,2,1, ,2,2,6,6,10031
34,2,3, , , ,3, , , , , , , , , , ,1,23,5,2,3, ,2,4,2,1,7011
10,1,5,3,1, ,3,1,1,1,1,4,4,4,4,4,2,2,68,1,1,7, ,2,2,1,6,19943
54,2,1,5,2,1,3,1,1,1,1,3,3,4,4,3,2,1,40,1,2,8, ,2,3,1,8,25427
51,2,3, , , ,3, , , , , , , , , , ,2,58,6,2,5, ,2,3,2,4,23882
48,2,1,3,2,1,2,1,1,1,1,4,4,4,4,4,1,1,63,3,2,8,6,2,4,1,99,99999
25,1,1,2,2,2,3,1,1,2,1,3,3,3,3,3,1,1,43,1,1,4, ,2,5,3,8,1854
55,1,1,3,1, ,3,2,1,2,2,4,4,4,4,4,2,2,42,1,1,3, ,2,2,1,6,54501
48,1,4, , , ,3, , , , , , , , , , ,2,24,2,1,5, ,2,3,2,3,77072
18,1,4, , , ,1, , , , , , , , , , ,2,19,6,2,4,2,2,3,1,1,46835
34,2,2,3,1, ,1,1,2,2,1,4,4,4,2,4,2,2,20,6,2,3,4,2,3,1,9,7724
46,1,3, , , ,3, , , , , , , , , , ,3,73,1,2,8, ,2,4,1,6,57301
11,1,4, , , ,3, , , , , , , , , , ,2,21,6,2,5, ,2,3,6,98,20024
9,1,1,3,1, ,3,2,1,1,2,4,4,4,2,4,2,2,32,1,1,8, ,2,4,1,99,6234
6,2,4, , , ,3, , , , , , , , , , ,2,35,2,1,1, ,2,2,1,1,90650
8,2,1,1,1, ,3,2,2,2,2,1,1,1,2,1,2,1,34,2,1,2, ,2,2,1,1,80212
48,2,3, , , ,3, , , , , , , , , , ,2,68,5,1,3, ,2,3,1,1,76265
